run,t,x,y,z,qx,qy,qz,qw,pos_err,vel_err,roll,pitch,yaw,x_dot,z_dot
0,1753877415.2097995,1.4958341990800261,-0.3077076921662261,2.2413482241246006,0.3288305924792807,-0.08102673005876598,-0.00375357584646705,0.9408990493852536,0.09576355769793365,8.681094834386004,1.0813661906774483,-27.72017100438691,0.7896342056374497,0.8851458559838863,0.464429047325543
1,1753877430.8895977,1.5018165782326183,-0.26541797369066106,1.9870421654526333,0.4365838458246355,-0.08172978751536696,-0.007742355945439521,0.8959100643044914,0.13246292126958253,8.133616299134495,0.2731467740468334,-25.88335855816548,0.7493073788802828,0.8996076733267402,0.4589093993307435
2,1753877446.1795747,1.503693523470679,-0.10801529391899248,2.0439944063949196,0.46224904783832665,-0.007148128015363844,-0.026330740334929468,0.8863303075895864,0.11599258137211103,28.559408617337603,54.946788064305636,0.46375077899048833,-3.1905711237229615,0.9984172316374691,0.9952290751734472
3,1753877461.5799487,1.4970227744653541,-0.007312591712143544,2.4382107890259586,0.35440280709848865,-0.07999602235833297,0.0075452547172968,0.9316342393121926,0.1525817980952378,14.29376746790172,-1.6229832712874692,-27.187642939854165,-0.21562466071161646,0.88950863650904,0.4185625852283175
4,1753877476.0698311,1.497163717581187,-0.25872044221270923,1.9774293269903458,0.40656937364689466,-0.0012147687520849427,-0.0392667369262538,0.9127748857853262,0.2597185919352094,20.20865635272153,47.95643993960212,1.7026046896937537,-4.169268196289488,0.9969132954160866,0.9773922400720576
